Intervention	InterventionOrder	Dist	MeanRelativePropReduction	Stdev	LowerTransmissionReduction	UpperTransmissionReduction	DateBegin	DateEnd
Intervention 1	First	Even	74.0		68.3	79.7	3/28/2020	8/31/2020
